4023,0
7516,1
3997,2
3994,3
2185,307
6155,4
6796,5
4730,6
13361,1283
5854,7
5852,8
299,9
296,10
297,11
290,12
3779,13
4655,14
4657,15
4651,16
3685,17
12013,18
2261,19
7884,20
2265,21
2448,22
109,23
102,24
103,25
100,26
104,27
8092,741
4812,29
2040,30
4814,31
4818,32
2048,33
7621,34
6887,35
14138,36
14447,37
9631,39
8942,40
9346,226
8948,42
16929,43
3515,44
7262,45
6206,46
6201,47
14728,48
98,49
91,50
90,51
92,52
95,53
94,54
97,55
96,56
3204,57
1996,58
3209,59
8839,60
8830,61
558,62
2869,63
3536,229
14711,65
5451,66
5453,67
3346,68
5457,69
6976,70
1171,71
4252,72
5532,73
1280,74
14407,75
8766,76
7181,77
8768,78
8500,79
12835,80
8544,81
8013,82
5625,83
6579,84
4387,85
407,86
406,87
8491,88
7693,89
1379,90
409,91
3835,92
8058,93
5990,94
11379,95
8293,96
7529,97
5669,482
10974,99
13619,100
13614,101
13617,535
2305,103
2306,738
2276,105
11751,796
9248,107
9240,108
7853,109
7857,110
7854,111
5208,112
7858,113
171,114
4534,115
2058,116
4533,117
11622,118
1501,119
9406,120
9408,121
9333,122
10392,123
3520,124
16936,125
16937,126
7214,127
13196,128
16938,129
16939,941
2693,131
6811,132
7325,133
7326,134
1968,135
5198,136
1964,137
5194,138
5197,139
7328,140
1610,141
13265,142
3674,751
12951,144
7668,145
3350,146
7663,147
5448,148
7068,149
5444,150
1763,151
1760,152
12482,153
6963,154
1141,155
8159,156
8624,157
6968,1098
1148,1238
8620,160
8150,161
9373,162
5503,163
5500,164
1546,165
693,166
1544,167
691,168
8711,169
8716,170
8719,171
7194,172
13842,173
8530,174
8024,175
7441,176
7442,177
7444,178
7449,179
5614,180
7686,181
1388,1220
413,183
1257,184
1387,185
7689,186
1383,187
8444,188
5007,758
11563,190
8449,191
10334,759
7534,193
7536,194
363,195
360,196
1776,197
385,198
387,199
6176,200
389,201
6775,202
4753,203
5877,204
5875,205
3216,1438
3750,206
2194,207
13528,208
251,209
257,210
2207,211
11748,212
6681,213
11588,214
9500,215
2424,216
2425,217
2426,218
13299,219
16340,220
16342,221
6350,222
4831,223
4526,224
4837,225
4660,1262
13330,766
5298,41
9184,227
5058,228
9181,64
3539,230
5050,231
7201,232
6226,234
10768,235
14867,236
14644,237
2165,771
14088,239
10503,240
9290,241
9297,242
1086,1114
1603,243
1604,244
1970,245
8858,246
8850,247
7168,248
14033,776
3324,250
5473,251
3329,252
1775,253
1774,254
5277,255
1770,256
5279,257
1158,258
8140,259
8143,260
6990,261
8632,262
5511,263
1555,264
58,265
14462,266
54,267
11100,268
56,269
2994,270
50,271
53,272
52,273
2990,274
8701,275
57,276
13852,277
8031,278
8030,279
5137,280
8520,281
8527,282
11037,283
6516,284
429,285
1397,286
420,287
1393,288
3812,289
8452,290
15336,291
852,788
4297,293
7544,294
8035,295
7263,296
6164,297
12737,298
4749,299
4748,300
14749,301
6769,302
10997,304
4740,305
5865,306
229,38
227,308
5604,309
2338,1280
150,311
372,312
156,313
158,314
7838,315
7832,316
7833,317
7835,318
6348,319
13467,643
4515,321
6186,322
6184,323
2504,324
6188,325
2726,326
2725,327
9357,328
2722,329
9609,330
5282,331
5286,332
9190,333
7947,334
7232,335
7233,336
9198,337
7949,338
5041,339
1802,340
1801,341
3785,342
6234,343
10778,344
6230,345
4999,346
14676,347
7302,348
7301,349
4726,102
14986,350
9281,351
3256,352
8869,353
818,354
11912,355
2858,356
2850,357
3332,358
3335,359
1499,360
14215,361
8602,363
1125,364
6980,365
15109,366
2989,367
2988,368
2983,369
3025,370
527,371
1016,372
8735,373
8731,374
1235,375
8042,376
1232,377
4199,378
4197,379
8282,380
11003,381
13567,382
434,383
6435,384
6431,385
15329,386
7558,387
7551,388
4777,389
4772,390
4177,391
4173,392
13888,393
9945,394
9949,395
4619,396
9274,397
4617,398
1,399
5926,400
5921,401
5928,402
5929,403
147,404
144,405
142,406
143,407
140,408
141,409
4501,410
7821,411
7820,412
2083,413
11656,414
2534,415
2717,416
1195,417
2718,418
7221,419
7956,420
7955,421
9169,422
7229,423
3345,424
5074,425
7958,426
1831,427
1834,428
2407,429
6245,430
5380,431
5384,432
5387,433
14662,434
14841,435
14666,436
1955,437
1951,438
8873,439
3242,440
3241,441
13259,442
820,443
12906,444
1483,445
7031,446
1481,447
7034,448
1486,449
3308,450
5495,451
5490,452
5253,453
1710,454
14193,455
11125,456
7788,457
7789,458
7785,459
6250,460
3012,461
3010,462
5941,463
3016,464
7143,465
8720,466
8723,467
1004,468
1002,469
4188,470
8507,471
624,472
8509,473
4180,474
628,475
5663,476
5662,477
5661,478
8294,479
6531,480
4346,481
4345,98
4344,483
2880,484
2884,485
2885,486
15560,817
7496,488
7497,489
7494,490
8615,491
8614,492
8616,493
3879,494
10,495
13,496
12,497
15,498
14,499
19,500
18,501
8187,502
8180,503
7764,504
3900,505
3158,1233
6746,506
6743,507
6742,508
13896,509
4165,510
4163,511
13893,512
4161,513
9301,514
5803,515
5800,516
9952,517
202,518
206,519
4320,1118
8888,520
2235,521
7185,522
10825,523
5931,524
3577,525
7812,526
7813,527
3495,528
7818,529
13400,530
4572,531
3655,532
2099,533
2521,534
11461,536
9379,538
2705,539
2707,540
4883,541
9376,542
4404,543
4402,544
2411,545
6259,546
2412,547
2140,548
4977,549
924,550
5397,551
14832,552
14835,553
1920,554
1923,555
1924,556
3271,557
1929,558
4226,828
832,560
836,561
835,562
8884,563
8885,564
839,565
3479,566
8882,567
15633,568
14948,569
9011,1462
3318,570
7027,571
9001,572
3313,573
3315,574
9008,575
9394,576
22,577
5581,578
9399,579
1984,580
15124,581
7025,582
3005,583
61,584
62,585
63,586
64,587
65,588
66,589
67,590
68,591
7790,592
7793,593
7792,594
7794,595
7286,596
5483,597
1580,598
405,599
7151,600
506,601
1033,602
500,603
630,604
1216,605
636,606
8063,607
8060,608
6523,609
6525,610
8269,611
7483,612
7482,613
5656,614
6528,615
5654,616
2899,617
2895,618
1458,619
4081,778
4082,621
8403,622
8405,623
7573,624
7577,625
6415,626
6414,627
6411,826
5724,629
3914,630
3913,631
8315,632
6735,633
8313,634
11491,635
4153,636
4150,637
8081,638
4154,639
8083,640
5839,641
212,642
4516,320
6086,644
6832,1430
5900,645
5901,646
4,647
5904,648
7800,649
7805,650
7808,651
13410,652
3640,653
60,654
2552,655
6399,656
11675,657
2556,658
11678,659
3006,660
11472,661
2390,662
5011,663
2773,664
7979,665
4419,666
4418,667
1856,668
2170,669
6060,670
4969,671
915,672
9544,673
913,674
912,675
14044,676
2606,677
14824,678
1933,679
1425,303
5126,681
846,682
3464,683
3461,684
8896,685
7370,686
13233,687
11923,688
14957,689
14958,690
1587,691
7019,692
7017,693
9039,694
5233,695
15153,1263
15152,697
15155,698
756,699
759,700
1595,701
1594,702
15793,703
1592,704
3078,705
14315,706
2952,707
5344,708
5346,709
1020,710
1023,711
5343,712
7161,713
5349,714
601,752
4362,716
8274,717
15193,718
8068,719
3104,720
5,721
1441,722
1118,723
4093,724
4094,725
487,727
485,728
8410,729
481,730
15468,1355
6462,732
12414,733
3921,734
15017,735
6724,736
4786,737
4722,104
4780,739
5823,740
12520,28
8091,742
3856,743
3857,744
6656,745
5912,746
198,747
4557,748
4552,749
3677,750
4550,143
2540,753
2545,754
11442,755
11447,756
9154,757
9151,189
3586,192
2761,760
5008,761
7909,762
6270,763
901,764
4423,765
7305,815
1847,767
4958,768
2169,769
6071,770
4952,238
2164,772
9554,773
4954,774
2616,775
9733,249
14035,777
13790,620
9738,779
5139,780
3294,781
5134,782
3291,783
5130,784
855,785
850,786
13202,787
3454,292
853,789
3458,790
858,791
13209,792
6,793
14146,794
9021,795
12008,106
5221,797
5224,798
11864,799
8932,800
11868,801
8939,802
15144,803
7174,804
6896,805
1052,806
5352,807
1057,808
3989,1378
4310,809
619,810
12888,811
4318,812
8249,813
8790,814
8792,816
8246,487
8247,818
11048,819
14766,820
3113,821
8647,822
8645,823
8643,824
8420,825
5726,628
11301,827
11302,559
497,829
4221,830
26,831
6478,832
20,833
21,834
7599,835
23,836
29,838
3937,839
8626,159
10653,840
8338,841
6713,842
4136,843
3845,844
3848,845
12658,846
6664,847
5968,848
7,849
5963,850
5966,851
3660,852
2281,853
4549,854
4543,855
4544,856
2579,857
2577,858
2573,859
2378,860
2376,861
2370,862
3593,863
9122,864
9124,865
9127,837
5037,867
10301,868
4430,869
7911,871
7917,872
2118,873
6040,874
6046,875
6599,876
7985,877
2620,878
6982,879
9582,880
3287,881
1913,882
5107,883
9232,884
5830,885
867,886
12348,887
2020,888
2750,889
2023,890
12345,891
2759,892
881,893
887,894
886,895
9051,896
5218,897
8929,898
13103,899
77,900
76,901
7639,902
73,903
72,904
71,905
6861,906
79,907
78,908
1042,909
5364,910
1044,911
1048,912
1680,913
1688,914
668,915
8259,916
8782,917
8781,918
8787,919
14773,920
7617,1148
3127,922
1914,923
8658,924
1464,925
8652,926
8431,927
1315,928
8437,929
7219,930
8439,931
6447,932
6917,933
5597,934
12595,935
3944,936
316,937
315,938
14891,939
6700,940
13194,130
8321,942
6707,943
15225,944
4125,945
7436,946
7438,947
6676,948
2324,1385
11511,950
5674,951
4361,715
5970,952
3615,953
3616,954
3617,955
2291,956
14978,957
2564,958
2366,959
2363,960
11426,961
7295,962
9138,963
4445,964
3723,965
4684,966
4683,967
962,968
4681,969
969,970
6059,971
32,972
6051,973
2105,974
30,975
2639,976
2637,977
2630,978
7708,1141
9220,980
876,981
875,982
3434,983
643,984
2037,985
4593,986
1242,1144
4596,988
2747,989
2746,990
9,991
4845,992
4842,993
890,994
891,995
896,996
11990,997
3545,998
1617,999
13175,1000
5191,1001
15162,1002
6879,1003
6875,1004
6873,1005
6870,1006
5378,1007
5376,1008
5371,1009
1073,1010
13007,1011
8224,1012
4339,233
673,1014
3137,1015
14584,1016
7609,1017
7605,1018
7601,1019
1415,1020
1416,1021
1328,1022
4209,1023
8139,1024
6456,1025
5766,1026
5767,1027
5765,1028
8130,1029
15180,1030
5565,1031
1524,1032
1525,1033
1254,1034
2395,1035
3416,1302
7731,1036
308,1037
3950,1038
3957,1039
306,1040
11212,1041
4114,1042
8350,1043
6731,1044
74,1045
7422,1046
5947,1047
4060,1048
4064,1049
4065,1050
3050,1051
5782,1052
4639,1413
3608,1053
12182,1054
6114,1055
2358,1056
2359,1057
2352,1058
7870,1408
10928,1060
622,1061
2355,1062
7931,1063
7930,1064
7933,1065
7280,1066
9459,1067
9108,1068
9103,1069
13347,1070
4454,1071
1895,1072
4458,1073
2136,1074
4922,1075
4697,1076
4699,1077
954,1078
11727,1080
6024,1081
2648,1082
5164,1083
5169,1084
14002,1085
2643,1086
9219,1087
6335,1088
6337,1089
4585,1090
4584,1091
2009,1092
4582,1093
10292,1094
11985,1096
8252,1097
8625,158
10588,1099
8906,1100
11855,1101
716,1102
713,1103
6849,1104
6842,1105
6843,1106
1068,1107
5301,1108
1062,1109
1668,1110
1666,1111
1660,1112
591,1113
8232,866
15534,1115
6595,1116
8235,1117
598,537
12488,1119
3148,1120
2822,1121
2823,1122
5417,1123
3380,1124
14752,1125
1402,1126
1406,1127
1404,1128
1339,1129
1338,1130
1335,1131
6936,1132
6934,1133
8128,1134
8124,1135
8692,1136
39,1137
5576,1138
31,1139
5574,1140
35,979
34,1142
3090,1143
3091,987
645,1145
644,1146
3121,921
338,1149
336,1150
4104,1151
3268,680
8343,1152
15247,1154
3892,1155
4078,1156
5796,1157
1317,1158
3634,1159
2340,1160
2342,1161
9113,1162
1885,1163
4462,1164
2120,1165
2123,1166
2122,1167
4664,1168
4912,1169
940,1170
4911,1171
6031,1172
6034,1173
5176,1174
5175,1175
5174,1176
2652,1177
2651,1178
133,1179
132,1180
131,1181
7389,1182
137,1183
136,1184
135,1185
134,1186
7380,1187
7381,1188
7384,1189
2018,1190
4862,1191
2010,1192
9067,1193
2924,1433
10440,1194
3561,1195
3567,1196
13399,1197
8977,1198
6854,1199
6857,870
6851,1201
705,1202
2909,1203
707,1204
6858,1205
88,1206
11884,1207
14615,1208
83,1209
80,1210
81,1211
86,1212
87,1213
84,1214
85,1215
5310,1216
5314,1217
14294,1218
14920,1219
7683,182
13029,1221
1651,1222
587,1223
8209,1224
8756,1225
8202,1226
8751,1227
7627,1228
7626,1229
3157,1230
3155,1231
2838,1232
2834,362
7628,1234
2831,1235
1437,1236
14722,1237
1439,1239
4268,1240
451,1241
453,1242
455,1243
15410,1244
15411,1245
5549,1246
11153,1247
5543,1248
654,1249
655,1250
8372,1251
8373,1252
8574,1253
8575,1254
5893,1255
5895,1256
5896,1257
8573,1258
15258,1259
3886,1260
7405,1261
942,1310
751,696
6628,1264
6627,1265
6621,1266
4008,1267
9896,1269
3976,1270
3978,1271
563,1451
3625,1273
11410,1274
2331,1275
11412,1276
2333,1277
2335,1278
4713,1279
12763,310
3714,1281
3711,1282
4470,726
13363,1284
2302,1285
6001,1286
4900,1287
4670,1288
11706,1289
994,1290
991,1291
5147,1292
5143,1293
121,1294
122,1295
123,1296
124,1297
125,1298
126,1299
128,1300
4875,1301
4874,1013
4873,1303
12385,1304
2798,1305
130,1306
6316,1307
2792,1308
2793,1309
13494,1311
3413,1312
1185,1460
10126,1314
5099,1315
138,1316
7242,1317
5092,1318
8184,1319
2667,1320
8969,1321
4493,1322
5075,1323
4498,1324
6820,1325
6828,1326
2931,1327
14605,1328
14603,1329
14283,1330
14934,1331
13039,1332
14939,1333
8818,1335
11092,1336
15085,1337
8212,1338
8215,1339
575,1340
8216,1341
3167,1342
5430,1343
5436,1344
3364,1345
1428,1346
14730,1347
8536,1348
8105,1349
4277,1350
4275,1351
465,1352
461,1353
463,1354
5554,731
15398,1356
6486,1357
15396,1358
1515,1359
8582,1360
8360,1361
8366,1362
8567,1363
8566,1364
8564,1365
8562,1366
14848,1367
8568,1368
6558,1369
3186,1370
7475,1371
11550,1372
6630,1373
4019,1374
13702,1375
4012,1376
3988,1377
7501,1268
3984,1379
12899,1380
3981,1381
3982,1382
9888,1383
12774,1384
4700,949
2329,1386
484,1439
282,1387
287,1388
3760,1389
3762,1390
13154,1391
1290,1479
6016,1393
4641,1394
7894,1395
1567,1481
2252,1397
9263,1398
989,1399
9267,1400
10738,1401
9264,1402
9268,1403
10047,1404
114,1405
117,1406
116,1407
111,1059
110,1409
113,1410
112,1411
119,1412
118,1079
4801,1414
2786,1415
9465,1416
2072,1417
6307,1418
2070,1419
6301,1420
11959,1421
9315,1422
3508,1423
8954,1424
8951,1425
5086,1426
9791,1427
9790,1428
2929,1429
2928,1095
14382,1431
2922,1432
2901,1200
2926,1434
8413,1435
5332,1436
5339,1437
1632,1147
1633,1153
1635,1440
13546,1441
8822,1442
8826,1443
8827,1444
13043,1445
706,1446
568,1447
569,1448
2816,1449
15091,1450
8771,1272
8777,1452
7640,1453
7647,1454
6543,1489
3173,1456
3379,1457
1186,1458
5424,1459
5426,1313
1749,1461
729,1334
6495,1463
8171,1464
4248,1465
4247,1466
1169,1467
82,1468
6949,1469
5527,1470
5633,1493
6946,1472
6944,1473
48,1474
49,1475
44,1476
43,1477
41,1478
1562,1392
1296,1480
1295,1396
5022,1482
8394,1483
8551,1484
8556,1485
8009,1486
8005,1487
8007,1488
5638,1455
5634,1490
5637,1491
5630,1492
6548,1471
473,1494
1365,1495
477,1496
7463,1497
7462,1498
1368,1499
